30.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,-0.036,1
33.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,6.0,5.0,0.0,0.341,1
30.0,2.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.031,1
36.0,4.0,-1.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,0.238,1
36.0,5.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.477,1
28.0,1.0,0.0,-1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,5.0,0.0,0.083,1
29.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.296,1
41.0,3.0,-1.0,1.0,2.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,5.0,5.0,0.0,-0.036,1
26.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,7.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,4.0,4.0,0.0,-0.258,1
37.0,5.0,0.0,-1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.372,1
29.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,-0.082,1
41.0,5.0,1.0,-1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,4.0,4.0,0.086,1
34.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.232,1
31.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,4.0,-0.842,1
30.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,4.0,4.0,-0.052,1
40.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,-0.732,1
30.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,5.0,4.0,0.385,1
29.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.125,1
